StudentID,StartDate,EndDate,RecordedDate,Duration,Progress,Finished,Status,LocationLatitude,LocationLongitude,PolicyArea,Q_ModeratorSupport,Q_StudentPrep,Q_Participation,Q_ConsultantContribution,Q_DiscussionBalance,Q_CommunityInvolvement,Q_RoomSize,Q_Recommend,Learning_Breakout,Learning_Breakout_Other,Learning_Symposium,Learning_Symposium_Other,ActionStations_Chosen,ActionStations_Wanted,Connection_Before,Connection_After,AcademicConfidence_Before,AcademicConfidence_After,ChangeConfidence_Before,ChangeConfidence_After,Quality_Flag,Missing_Count,Q_ModeratorSupport_Num,Q_StudentPrep_Num,Q_Participation_Num,Q_ConsultantContribution_Num,Q_DiscussionBalance_Num,Q_CommunityInvolvement_Num,Q_RoomSize_Num,Q_Recommend_Num,Connection_Before_Num,Connection_After_Num,AcademicConfidence_Before_Num,AcademicConfidence_After_Num,ChangeConfidence_Before_Num,ChangeConfidence_After_Num
11586784,11/4/2023 11:30,11/4/2023 11:35,11/4/2023 11:35,275,100,TRUE,IP Address,39.7272,-121.8129,Cost of Living Policy,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I can talk about my research with expertise.,I can talk to experts about my policy topic with confidence.",,I am capable of creating change in my community.,,"Social media for digital advocacy,Petition,2",Organize a public demonstration,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,4,5,4,4,4,4,4,4,4,4,4,4,4
11741861,11/4/2023 11:41,11/4/2023 11:45,11/4/2023 11:45,198,100,TRUE,IP Address,39.6054,-121.5751,Cost of Living Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,I learned a lot about my policy topic this semester.",There are a number of groups and policies that I didn’t hear or see about when I researched the topic.,I am capable of creating change in my community.,How important lobbying could be if done correctly,"Lobby government officials,Social media for digital advocacy,Elect supportive public officials",Write a letter to a government official,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,4,5,5,4,4,5,4,4,4,4,4,4,4
11768706,11/4/2023 12:59,11/4/2023 13:08,11/4/2023 13:08,555,100,TRUE,IP Address,39.7362,-121.8378,Climate Change Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Elect supportive public officials","Social media for digital advocacy,Organize a public demonstration",Agree,Agree,Agree,Disagree,Disagree,Agree,Good,0,5,5,5,4,2,4,4,4,4,4,4,2,2,4
8791368,11/4/2023 14:21,11/4/2023 14:24,11/4/2023 14:24,229,100,TRUE,IP Address,39.7362,-121.8378,Immigration Policy,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Organize a public demonstration,2","Social media for digital advocacy,Petition",Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,4,4,5,2,4,4,4,2,4,4,5,5,5,5
11936458,11/4/2023 14:37,11/4/2023 14:44,11/4/2023 14:44,444,100,TRUE,IP Address,40.6269,-122.354,Cost of Living Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Organize a public demonstration,2","Social media for digital advocacy,Petition,Elect supportive public officials,Write a letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8800533,11/4/2023 15:07,11/4/2023 15:11,11/4/2023 15:11,262,100,TRUE,IP Address,39.8068,-121.867,Healthcare Policy,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Organize a public demonstration",Petition,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,4,5,4,5,5,4,4,4,4,4,4,4,4
11978578,11/4/2023 15:35,11/4/2023 15:37,11/4/2023 15:37,138,100,TRUE,IP Address,39.7272,-121.8129,Cost of Living Policy,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,"I learned a lot about my policy topic this semester.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I am capable of creating change in my community.",,"Social media for digital advocacy,Petition,2",,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Good,0,4,2,5,5,4,4,2,4,4,4,5,5,4,4
11900500,11/4/2023 18:07,11/4/2023 18:11,11/4/2023 18:11,244,100,TRUE,IP Address,40.6269,-122.354,Drug Policy,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.",,"Elect supportive public officials,Write a letter to a government offical,2",,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Good,0,4,4,4,4,5,4,4,5,4,4,4,5,4,5
11523370,11/4/2023 19:13,11/4/2023 19:16,11/4/2023 19:16,177,100,TRUE,IP Address,32.7203,-117.1552,"Food, Agriculture, and Animal Policy",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Other people are interested in my ideas.,I can talk about my research with expertise.",,I know at least one way to create change in my community.,,"Lobby government officials,Petition,Elect supportive public officials",Social media for digital advocacy,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Good,0,5,4,5,5,5,5,5,2,2,4,2,2,2,4
12137477,11/4/2023 20:15,11/4/2023 20:20,11/4/2023 20:20,292,100,TRUE,IP Address,39.7272,-121.8129,Climate Change Policy,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Elect supportive public officials,Write a letter to a government offical","Lobby government officials,Petition",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Good,0,4,4,5,4,4,5,5,4,5,5,4,4,5,5
11949211,11/4/2023 21:02,11/4/2023 21:04,11/4/2023 21:04,99,100,TRUE,IP Address,39.7362,-121.8378,Homelessness Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.",,I am capable of creating change in my community.,,"Lobby government officials,Social media for digital advocacy,Organize a public demonstration",,Agree,Agree,Agree,Agree,Agree,Agree,Rushed,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11774179,11/4/2023 23:12,11/4/2023 23:19,11/4/2023 23:19,469,100,TRUE,IP Address,38.581,-121.4939,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,I want to learn more about my policy topic.,,I am capable of creating change in my community.,,"Elect supportive public officials,Organize a public demonstration,Write a letter to a government offical,2",Social media for digital advocacy,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Good,0,5,5,5,4,4,4,4,4,4,5,4,4,4,5
11182796,11/5/2023 9:46,11/5/2023 9:50,11/5/2023 9:50,230,100,TRUE,IP Address,38.6829,-121.7969,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Elect supportive public officials,2",Lobby government officials,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,2,4,4,4,4,4,4
11701327,11/5/2023 12:32,11/5/2023 12:36,11/5/2023 12:36,239,100,TRUE,IP Address,39.8068,-121.867,LGBTQIA+ Policy,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Elect supportive public officials,Organize a public demonstration,2","Lobby government officials,Social media for digital advocacy,Petition",Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Good,0,2,4,5,4,4,4,5,4,4,5,5,2,4,5
11519821,11/5/2023 12:57,11/5/2023 12:59,11/5/2023 12:59,145,100,TRUE,IP Address,39.7362,-121.8378,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Organize a public demonstration,2",Lobby government officials,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12228074,11/5/2023 13:12,11/5/2023 13:16,11/5/2023 13:16,213,100,TRUE,IP Address,39.7362,-121.8378,Drug Policy,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,"I have ideas that are worth sharing.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Elect supportive public officials,Write a letter to a government offical",Petition,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Good,0,4,4,4,4,4,5,4,5,4,4,4,5,4,4
11706241,11/5/2023 14:13,11/5/2023 14:16,11/5/2023 14:16,163,100,TRUE,IP Address,39.7362,-121.8378,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I can improve my policy topic solution now that I have more information.,I can talk to experts about my policy topic with confidence.",,I am a member of the city of Chico community.,,"Lobby government officials,Elect supportive public officials,2",Social media for digital advocacy,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11873187,11/5/2023 15:02,11/5/2023 15:05,11/5/2023 15:05,161,100,TRUE,IP Address,39.7362,-121.8378,Climate Change Policy,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Petition",Organize a public demonstration,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,4,4,5,5,5,4,5,4,5,5,5,5,5,5
11502518,11/5/2023 16:06,11/5/2023 16:09,11/5/2023 16:09,169,100,TRUE,IP Address,39.7362,-121.8378,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,I know at least one way to create change in my community.,,"Social media for digital advocacy,Elect supportive public officials,Write a letter to a government offical",Petition,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,5,4,5,4,4,4,4,4,4,4
12091093,11/5/2023 16:35,11/5/2023 16:39,11/5/2023 16:39,234,100,TRUE,IP Address,39.7362,-121.8378,Homelessness Policy,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Elect supportive public officials",Organize a public demonstration,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,2,5,5,5,5,4,5,5,5,5,5,5,5
11793718,11/3/2023 13:51,11/5/2023 20:55,11/5/2023 20:55,201844,100,TRUE,IP Address,39.7362,-121.8378,Immigration Policy,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,I learned a lot about my policy topic this semester.,,I know at least one way to create change in my community.,,"Lobby government officials,Petition,2",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,4,4,5,2,1,4,4,4,5,5,5,5,5,5
11423803,11/5/2023 21:05,11/5/2023 21:07,11/5/2023 21:07,98,100,TRUE,IP Address,39.7362,-121.8378,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,I know at least one way to create change in my community.,,"Petition,Elect supportive public officials,2",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Rushed,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11811073,11/5/2023 21:05,11/5/2023 21:09,11/5/2023 21:09,188,100,TRUE,IP Address,39.7362,-121.8378,Climate Change Policy,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.",,I am capable of creating change in my community.,,"Lobby government officials,Petition,Elect supportive public officials",Write a letter to the editor,Agree,Agree,Agree,Disagree,Disagree,Agree,Good,0,4,2,4,4,2,2,2,4,4,4,4,2,2,4
11968529,11/3/2023 14:17,11/5/2023 21:37,11/5/2023 21:37,202795,100,TRUE,IP Address,39.7362,-121.8378,"Food, Agriculture, and Animal Policy",Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,"Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.",,"Petition,Write a letter to a government offical,2",Organize a public demonstration,Agree,Disagree,Disagree,Disagree,Agree,Agree,Good,0,4,2,4,2,2,5,5,2,4,2,2,2,4,4
12079744,11/5/2023 21:41,11/5/2023 21:43,11/5/2023 21:43,119,100,TRUE,IP Address,39.7362,-121.8378,Homelessness Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Organize a public demonstration","Write a letter to the editor,Write a letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Rushed,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11893012,11/5/2023 22:52,11/5/2023 22:53,11/5/2023 22:53,110,100,TRUE,IP Address,39.7362,-121.8378,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I learned a lot about my policy topic this semester.,,I am capable of creating change in my community.,,"Petition,Elect supportive public officials,2",Petition,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Rushed,0,4,4,4,4,4,4,4,4,5,4,4,4,4,5
11485241,11/5/2023 22:52,11/5/2023 22:55,11/5/2023 22:55,194,100,TRUE,IP Address,39.7362,-121.8378,Criminal Justice Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,I know at least one way to create change in my community.,,"Lobby government officials,Petition,Elect supportive public officials",Write a letter to a government official,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,5,5,5,5,4,4,4,4,4,4
11908872,11/5/2023 23:26,11/5/2023 23:31,11/5/2023 23:31,261,100,TRUE,IP Address,38.581,-121.4939,Immigration Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",That people sometimes dont listen to other peoples comments and are ignorant.,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Organize a public demonstration,2","Social media for digital advocacy,Petition,Elect supportive public officials,Write a letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,5,5,5,5,4,4,4,4,4,4
10798516,11/6/2023 0:39,11/6/2023 0:41,11/6/2023 0:41,116,100,TRUE,IP Address,39.7362,-121.8378,K-12 & Higher Education Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,Organize a public demonstration","Lobby government officials,Elect supportive public officials",Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Rushed,0,5,5,5,4,5,5,5,4,4,5,4,5,4,5
11212631,11/6/2023 0:53,11/6/2023 0:55,11/6/2023 0:55,93,100,TRUE,IP Address,38.6829,-121.7969,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,2",Social media for digital advocacy,Agree,Agree,Agree,Agree,Agree,Agree,Rushed,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11042864,11/6/2023 9:35,11/6/2023 9:38,11/6/2023 9:38,198,100,TRUE,IP Address,39.1061,-121.6159,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Organize a public demonstration,Write a letter to a government offical",Social media for digital advocacy,Disagree,Disagree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,5,4,5,5,2,2,4,4,4,4
11810865,11/6/2023 9:59,11/6/2023 10:03,11/6/2023 10:03,250,100,TRUE,IP Address,38.581,-121.4939,Climate Change Policy,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Organize a public demonstration,2",Organize a public demonstration,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,4,5,2,4,4,5,4,4,4,4,4,4,4
11825386,11/6/2023 10:23,11/6/2023 10:29,11/6/2023 10:29,397,100,TRUE,IP Address,39.7362,-121.8378,Firearm Policy,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Organize a public demonstration",Write a letter to a government official,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Good,0,4,5,5,4,5,5,5,2,4,4,5,4,4,5
11820030,11/6/2023 10:58,11/6/2023 11:00,11/6/2023 11:00,132,100,TRUE,IP Address,39.7362,-121.8378,Homelessness Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.",,I am capable of creating change in my community.,,"Lobby government officials,Social media for digital advocacy,Elect supportive public officials",Organize a public demonstration,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5
12015147,11/6/2023 11:06,11/6/2023 11:11,11/6/2023 11:11,330,100,TRUE,IP Address,39.7362,-121.8378,LGBTQIA+ Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Write a letter to a government offical,2",Organize a public demonstration,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,4,5,5,5,4,5,5,5,5,5,5,5,5,5
11915359,11/6/2023 11:10,11/6/2023 11:14,11/6/2023 11:14,252,100,TRUE,IP Address,38.581,-121.4939,Drug Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Elect supportive public officials","Write a letter to the editor,Social media for digital advocacy,Organize a public demonstration,Write a letter to a government official",Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,4,5,5,5,5,4,5,4,4,5,5,5,5
11786646,11/6/2023 11:24,11/6/2023 11:33,11/6/2023 11:33,557,100,TRUE,IP Address,39.1252,-121.6589,Cost of Living Policy,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,I learned a lot about my policy topic this semester.,,I know at least one way to create change in my community.,,"Social media for digital advocacy,Petition,Elect supportive public officials",,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Good,0,4,2,4,4,2,4,1,1,2,2,4,2,4,2
11455801,11/6/2023 12:08,11/6/2023 12:11,11/6/2023 12:11,174,100,TRUE,IP Address,39.7362,-121.8378,Immigration Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Write a letter to a government offical,2","Lobby government officials,Social media for digital advocacy,Petition",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,4,5,5,4,5,5,4,4,4,4
11881052,11/6/2023 12:24,11/6/2023 12:29,11/6/2023 12:29,269,100,TRUE,IP Address,39.7272,-121.8129,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Elect supportive public officials,2",Elect supportive public officials,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,4,5,5,4,5,4,5,4,5,4,5,5,5
11379213,11/6/2023 13:02,11/6/2023 13:05,11/6/2023 13:06,201,100,TRUE,IP Address,39.7362,-121.8378,Climate Change Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,I learned a lot about my policy topic this semester.,,I am a member of the city of Chico community.,,"Lobby government officials,Write a letter to a government offical,2",Write a letter to a government official,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,2,4,4,4,4,4,4
11944024,11/6/2023 13:04,11/6/2023 13:09,11/6/2023 13:09,356,100,TRUE,IP Address,39.7362,-121.8378,Climate Change Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Write a letter to a government offical,2",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Good,0,5,5,4,5,5,5,5,5,5,5,5,5,4,5
11454977,11/6/2023 13:07,11/6/2023 13:11,11/6/2023 13:11,210,100,TRUE,IP Address,39.7362,-121.8378,K-12 & Higher Education Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Elect supportive public officials,2",Petition,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11468198,11/6/2023 13:13,11/6/2023 13:18,11/6/2023 13:18,267,100,TRUE,IP Address,39.7362,-121.8378,Firearm Policy,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,I learned a lot about my policy topic this semester.,,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Elect supportive public officials","Write a letter to the editor,Petition",Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Good,0,2,4,2,5,2,4,1,1,2,2,5,1,2,2
