StudentID,StartDate,EndDate,RecordedDate,Duration,Progress,Finished,Status,LocationLatitude,LocationLongitude,Demo_HispanicLatinx,Demo_Race,Demo_Gender,Demo_ParentEducation,PolicyArea,CivicFair_Orgs,CivicFair_OrgsMissed,CivicFair_Learning,CivicFair_Learning_Other,CivicFair_PolicyConnection,CivicFair_CampusUnderstanding,CivicFair_UsedInBreakout,CivicFair_PreparedForBreakout,Breakout_Learning,Breakout_Learning_Other,Breakout_POLSPreparation,Breakout_Participation,Breakout_ConsultantContribution,Breakout_DiscussionBalance,Breakout_CivicFairConnection,Action_StationsChosen,Action_StationsWanted,Action_Learning,Action_Learning_Other,Action_TalkToExperts,Action_ConsultantKnowledge,Action_CivicFairConnection,Action_BreakoutConnection,Overall_Connection_Before,Overall_Connection_After,Overall_AcademicConf_Before,Overall_AcademicConf_After,Overall_ChangeConf_Before,Overall_ChangeConf_After,Recommend,Overall_Feedback,Quality_Flag,Missing_Count,CivicFair_PolicyConnection_Num,CivicFair_CampusUnderstanding_Num,CivicFair_UsedInBreakout_Num,CivicFair_PreparedForBreakout_Num,Breakout_POLSPreparation_Num,Breakout_Participation_Num,Breakout_ConsultantContribution_Num,Breakout_DiscussionBalance_Num,Breakout_CivicFairConnection_Num,Action_TalkToExperts_Num,Action_ConsultantKnowledge_Num,Action_CivicFairConnection_Num,Action_BreakoutConnection_Num,Overall_Connection_Before_Num,Overall_Connection_After_Num,Overall_AcademicConf_Before_Num,Overall_AcademicConf_After_Num,Overall_ChangeConf_Before_Num,Overall_ChangeConf_After_Num,CFL_I_can_get_involved_in_creating_change_by_joining_one_of_the_,CFL_I_can_talk_with_confidence_to_other_students_about_my_topic_,CFL_I_want_to_get_involved_in_creating_change_by_joining_one_of_,CFL_My_policy_topic_is_being_addressed_in_the_wider_Chico_commun,CFL_My_policy_topic_is_being_addressed_on_Chico_States_campus,CFL_Other_people_are_interested_in_my_ideas,BL_I_can_improve_my_policy_topic_solution_now_that_I_have_more_,BL_I_can_talk_about_my_research_with_expertise,BL_I_can_talk_to_experts_about_my_policy_topic_with_confidence,BL_I_have_ideas_that_are_worth_sharing,BL_I_learned_a_lot_about_my_policy_topic_this_semester,BL_I_want_to_learn_more_about_my_policy_topic,BL_Other_people_are_interested_in_my_ideas,ASC_Elect_supportive_public_officials,ASC_Lobby_government_officials,ASC_Organize_a_public_demonstration,ASC_Petition,ASC_Socia_media_for_digital_advocacy,ASC_Write_a_letter_to_a_government_offical,ASW_Elect_supportive_public_officials,ASW_Lobby_government_officials,ASW_Organize_a_public_demonstration,ASW_Petition,ASW_Social_media_for_digital_advocacy,ASW_Write_a_letter_to_a_government_official,AL_I_am_a_member_of_the_city_of_Chico_community,AL_I_am_capable_of_creating_change_in_my_community,AL_I_know_at_least_one_way_to_create_change_in_my_community,AL_I_know_what_kind_of_changes_I_want_to_see_made_in_my_communi,AL_Other_people_want_me_to_be_involved_in_my_community,AL_Participating_in_creating_change_feels_more_possible_after_p
11794667,2024-04-12 11:02:00,2024-04-12 11:14:00,2024-04-12 11:14:00,722,100,True,IP Address,39.7272,-121.8129,Yes,Black or Afircan American,Woman,"Bachelor's degree (BA, BS)",Healthcare Policy,I talked to Safe place.,Wellcat health center,"Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Agree,Disagree,Strongly Disagree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk to experts about my policy topic with confidence.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Socia media for digital advocacy,Petition,Elect supportive public officials",,"I am a member of the city of Chico community.,I know at least one way to create change in my community.,I am capable of creating change in my community.",,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,No,"The town hall meeting assignments were very helpful preparing for the meeting itself and I thought the discussion was really interesting and fun, but the civic engagement fair and action symposium were chaotic and confusing to navigate. Everyone was just trying to figure out what to do because the directions were kind of unclear. Overall, the civic engagement fair wasn't very helpful and too crowded. The action symposium was a bit less confusing, but still too crowded and everyone was just trying to get their stamps from the booths as quick as possible, so there wasn't any time for personal conversation or learning from consultants.",Good,0,4,2,1,2,5.0,5.0,5.0,5.0,2.0,2,5.0,2.0,2.0,2.0,4.0,4.0,4.0,2,4.0,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False
11880129,2024-04-12 11:05:00,2024-04-12 11:18:00,2024-04-12 11:18:00,767,100,True,IP Address,39.7272,-121.8129,None of these,"Asian American,White",Woman,"high school diploma, GED, or alternative credential",Climate Change Policy,"Green Campus
(Fire alarm went off)",It was extremely crowded so it was hard to see some of the tables. I think there was only one table for climate change and environmental policy.,"My policy topic is being addressed on Chico State's campus.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Agree,Agree,Disagree,Disagree,"I have ideas that are worth sharing.,I learned a lot about my policy topic this semester.","We unfortunately did not get much advice from our experts. They were super nice and easy to talk to, but we didn’t take much time to talk about our policies and receive some advice.",Disagree,Strongly Agree,Agree,Agree,Agree,"Lobby government officials,Petition,Organize a public demonstration","Social media for digital advocacy,Write a letter to a government official","Other people want me to be involved in my community.,I am capable of creating change in my community.,I know what kind of changes I want to see made in my community.",,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,"I would describe it as an event to meet people that have some of the same ideas as you. It was fun, but definitely could be more organized and less stressful. I met a lot of new people/friends which I loved the most about it. Some of the rooms and spaces were super small to hold a lot of the people there, but I do understand just because of the limited space available. If I had a choice to go, I probably would not as I didn’t feel confident in my work prior to it, but I did like going so it could help my grade in the long run. One reason why I did not feel confident is because I had filled out some sections incorrectly and didn’t have a lot of time to get it worked on. This was on me because I was busy personally, but I felt like I wasn’t going to be prepared during it. Thankfully, we didn’t go too deep into it and I could talk about what I had already.",Good,0,4,4,2,2,2.0,5.0,4.0,4.0,4.0,5,5.0,2.0,4.0,2.0,4.0,4.0,4.0,2,4.0,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,False
11444954,2024-04-12 10:26:00,2024-04-12 11:29:00,2024-04-12 11:29:00,3756,100,True,IP Address,39.8068,-121.867,None of these,White,Man,"Bachelor's degree (BA, BS)",Healthcare Policy,"I forget the name of the organization but it was giving resources to people who were dealing with sexual assault or other related problems. I talked to a couple of other organizations as well, but due to the clear lack of proper signs I can't even remember what they were.","Most likely, but due to the terrible organization of the event, I am not sure. With 400 people in a fairly small area, small signs placed on a tabletop were just about impossible to see. Along with this, the huge amount of people that could not be spread out due to the location made it so most people could barely even hear the organizations they were talking to.",I can talk with confidence to other students about my topic and my ideas.,,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Other people are interested in my ideas.,,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Socia media for digital advocacy,Organize a public demonstration,Write a letter to a government offical",,"I know at least one way to create change in my community.,I am capable of creating change in my community.",,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,No,"If I am going to be brutally honest, this was one of the worst ran events I have attended. The beginning of the event forced people to wander around the cramped spaces of the library like headless chickens. Only having small signs to say what organization was on the table proved to be completely ineffective since everyone was walking around. Nobody knew where they were going unless they somehow stumbled upon a table that may or may not have been related to their policy area. The small groups were alright, but they ran out of cookies for our section which is very minor, but disappointing nonetheless. Once we got back to the library, it was just as disorganized and chaotic as it was during the start. The way the tables were set up made it so it was hard to actually sit down and listen to what people had to say, people who were volunteering their time at that. It beats me why this wasn't held at Colusa hall or the BMU where it could have been much more organized with more room to work with. Overall, this proved to be a very disappointing result with all of the work that led up to it.",Good,0,1,1,4,1,4.0,1.0,1.0,1.0,1.0,1,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
11379356,2024-04-12 17:40:00,2024-04-12 17:47:00,2024-04-12 17:47:00,405,100,True,IP Address,39.8068,-121.867,Yes,I would prefer not to answer,Woman,"Associates degree (AA, AS)",LGBTQIA+ Policy,Safe Place,GSEC,"I can get involved in creating change by joining one of the clubs or organizations I talked to.,I can talk with confidence to other students about my topic and my ideas.",,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,"Lobby government officials,Socia media for digital advocacy,Elect supportive public officials",Lobby government officials,"Other people want me to be involved in my community.,I know at least one way to create change in my community.,I am capable of creating change in my community.",,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Yes,It was really chill. My policy group was one of the smallest so we were able to have a really interesting conversation like if we were friends. It was actually really easy to connect to everyone. I think my policy group was the most interesting one too just because it's also a fight for my right to life and liberty. It was cool hearing all of our different experiences around the topic.,Good,0,1,1,1,1,5.0,5.0,5.0,5.0,1.0,4,5.0,1.0,4.0,2.0,4.0,2.0,5.0,1,4.0,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False
11423738,2024-04-14 13:57:00,2024-04-14 14:15:00,2024-04-14 14:15:00,1085,100,True,IP Address,34.0544,-118.2441,I would prefer not to answer,I would prefer not to answer,I would prefer not to answer,"Doctorate degree (PhD, EdD)",Firearm Policy,some student safety ones and ones that were looking to send people to get masters degrees in school,nope,I can talk with confidence to other students about my topic and my ideas.,,Disagree,Agree,Agree,Disagree,I learned a lot about my policy topic this semester.,,Disagree,Agree,Agree,Agree,Disagree,"Lobby government officials,Socia media for digital advocacy,Petition",,I am a member of the city of Chico community.,,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,No,We walked around for a little bit collecting stamps from booths and then we went and talked about the laws of guns and then we went and learned about how to change laws or propose them if you wanted to.,Good,0,2,4,4,2,2.0,4.0,4.0,4.0,2.0,4,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2,2.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
11355228,2024-04-14 14:15:00,2024-04-14 14:23:00,2024-04-14 14:23:00,500,100,True,IP Address,39.7272,-121.8129,None of these,White,Man,"Bachelor's degree (BA, BS)",Cost of Living Policy,I talked to CLIC and that was it.,No not really,"My policy topic is being addressed in the wider Chico community.,I can get involved in creating change by joining one of the clubs or organizations I talked to.",,Disagree,Disagree,Disagree,Strongly Disagree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I can talk to experts about my policy topic with confidence.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,"Lobby government officials,Petition,Write a letter to a government offical",Social media for digital advocacy,"I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.,I am capable of creating change in my community.",,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,"It's not as bad as people think it is leading up to the event and It's actually very lowkey. You just talk to mostly like-minded people about your solution and the things you've discovered. The consultants aren't out to get you, instead they want to help you.",Good,0,2,2,2,1,5.0,5.0,5.0,5.0,1.0,4,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2,2.0,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True
11057034,2024-04-14 15:45:00,2024-04-14 15:52:00,2024-04-14 15:52:00,393,100,True,IP Address,39.7362,-121.8378,None of these,White,Woman,"high school diploma, GED, or alternative credential",Reproductive Health Policy,safe place,no,My policy topic is being addressed in the wider Chico community.,,Agree,Agree,Disagree,Disagree,"I have ideas that are worth sharing.,I can talk to experts about my policy topic with confidence.",,Agree,Agree,Agree,Agree,Disagree,"Lobby government officials,Petition,Organize a public demonstration",Elect supportive public officials,Participating in creating change feels more possible after participating in THM.,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"it was a good opportunity, and you can learn a lot from it even if you're not a political science major. if there is something you strongly support, it's a place to share your ideas with like-minded individuals as well as those with different opinions.",Good,0,4,4,2,2,4.0,4.0,4.0,4.0,2.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
11596053,2024-04-15 02:17:00,2024-04-15 02:46:00,2024-04-15 02:46:00,1771,100,True,IP Address,39.7362,-121.8378,Yes,Black or Afircan American,Man,"high school diploma, GED, or alternative credential",Climate Change Policy,i dont recall,I wish there were more groups related to my topic.,I can get involved in creating change by joining one of the clubs or organizations I talked to.,,Strongly Agree,Strongly Agree,Disagree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Lobby government officials,Elect supportive public officials,Organize a public demonstration",,"I am a member of the city of Chico community.,Other people want me to be involved in my community.,I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.,I am capable of creating change in my community.,I know what kind of changes I want to see made in my community.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,"You should really try it out, its such a nice change of pace from my other classes you would really enjoy it.",Good,0,5,5,2,2,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
11784553,2024-04-17 11:11:00,2024-04-17 11:18:00,2024-04-17 11:18:00,426,100,True,IP Address,39.7272,-121.8129,Yes,White,Man,"Bachelor's degree (BA, BS)",Firearm Policy,"I talked with several organizations, related to firearm policy in several ways. Some of them were related with social networking, drugs or they were directly related with my policy.",Not really,My policy topic is being addressed on Chico State's campus.,,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Socia media for digital advocacy,Elect supportive public officials,Write a letter to a government offical",Petition,"Other people want me to be involved in my community.,I know at least one way to create change in my community.,I am capable of creating change in my community.",,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,"This is a great opportunity to dig into a topic you're interested in but might have no knowledge at all about it. This time is to do research, help each other and learn from each others experiences.",Good,0,4,4,4,4,4.0,4.0,5.0,5.0,5.0,5,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4,4.0,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False
11844886,2024-04-19 16:18:00,2024-04-19 16:26:00,2024-04-19 16:26:00,473,100,True,IP Address,39.7362,-121.8378,None of these,"Asian American,White",Woman,"Bachelor's degree (BA, BS)",Climate Change Policy,,,"My policy topic is being addressed on Chico State's campus.,My policy topic is being addressed in the wider Chico community.,I can get involved in creating change by joining one of the clubs or organizations I talked to.",na,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Lobby government officials,Socia media for digital advocacy,Petition",,I am a member of the city of Chico community.,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,I didn't participate much in talking because other people had the same ideas as me but i did learn a lot from what others had to say,Good,0,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
12150581,2024-04-21 19:52:00,2024-04-21 20:01:00,2024-04-21 20:01:00,538,100,True,IP Address,39.7272,-121.8129,Yes,White,Woman,1 or more years of college credit,Healthcare Policy,"Safe place, wellcat, and",I did want to talk to more individuals outside of Chico state involved in healthcare,Other people are interested in my ideas.,,Agree,Agree,Disagree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",Many individuals with different subcategories of healthcare share similar ideas,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Lobby government officials,Socia media for digital advocacy,Write a letter to a government offical",Petition,"I know at least one way to create change in my community.,I know what kind of changes I want to see made in my community.","Unfortunately, my idea is at the moment unlikely to go through the entire United States, and according to some professionals will most likely be only in California",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,The Townhall meeting was very enlightening in the breakout groups and helped me connect with a lot of people with the same ideas. The one thing that I didn’t like about it was that it was very crowded and overwhelming at times during the action synopsysm and the civil engagement fair. I feel like if it had been done in a place that we had more room It would’ve been more enjoyable.,Good,0,4,4,2,4,5.0,4.0,5.0,5.0,5.0,4,5.0,5.0,5.0,1.0,4.0,5.0,5.0,4,2.0,False,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False
11018385,2024-04-23 11:14:00,2024-04-23 11:25:00,2024-04-23 11:25:00,670,100,True,IP Address,39.7362,-121.8378,None of these,White,Man,"Bachelor's degree (BA, BS)",Firearm Policy,,no,"My policy topic is being addressed on Chico State's campus.,Other people are interested in my ideas.",,Agree,Disagree,Strongly Disagree,Strongly Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can talk about my research with expertise.",,Agree,Agree,Strongly Agree,Agree,Agree,"Socia media for digital advocacy,Elect supportive public officials,Write a letter to a government offical",Elect supportive public officials,,"as a singular person, there is nothing I can do unless I organize a group",Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,No,The whole event was so unorganized that I was shocked to hear that the school is actually proud of this event when they should not. There was no explanation of what we should expect and we were thrown into the fire with no layout of what to do.,Good,0,4,2,1,1,4.0,4.0,5.0,4.0,4.0,4,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1,1.0,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
11480197,2024-05-14 12:18:00,2024-05-14 12:28:00,2024-05-14 12:28:00,615,100,True,IP Address,39.7362,-121.8378,Yes,White,Man,no high school diploma,Firearm Policy,,no,I can get involved in creating change by joining one of the clubs or organizations I talked to.,,Disagree,Disagree,Agree,Agree,I have ideas that are worth sharing.,,Agree,Agree,Agree,Agree,Agree,"Socia media for digital advocacy,Petition,Elect supportive public officials",Write a letter to a government official,I am capable of creating change in my community.,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,,Good,0,2,2,4,4,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False
