Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Year Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.",The Town Hall Meeting is useful for sharing ideas and involving campus and community members in a discussion of those ideas.,"I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What was your biggest takeaway from your Breakout room discussion?,Which three action stations did you choose to do at the Action Symposium?,"Which, if any, of the action stations did you want to participate in but were not able to?","In preparation for the Town Hall Meeting, I feel an increased connection to Chico State and larger Chico community.","In participating in the Town Hall Meeting event, I feel an increased connection to Chico State and larger Chico community.","In preparation for the Town Hall Meeting, I feel that my confidence in my academic ability increased.","In participating in the Town Hall Meeting event, I feel that my confidence in my academic ability increased.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","In participating in the Town Hall Meeting event, I have increased my confidence and ability to affect change in my community.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","Because of my participation in the Town Hall Meeting event, I feel more likely to succeed in future courses.",Knowing I was participating in the Town Hall Meeting event changed my approach to my POLS 155 coursework.,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
4/11/2023 20:00,4/11/2023 20:03,IP Address,132.241.174.241,100,187,TRUE,4/11/2023 20:03,R_2R7K56zg8w8ZRlo,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11522668,11522668,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Showed other perspectives of what other problems we could face while coming up with solutions,Implementing these solutions is soooo much harder than it actually seems to be,"Write a letter to the editor,Elect supportive public officials,A letter to a government official",Petition,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It could be a little shorter so students don't get tired,To cover the units
4/11/2023 20:35,4/11/2023 20:38,IP Address,132.241.174.177,100,173,TRUE,4/11/2023 20:38,R_2CUukUNdAzjpF82,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11610067,11610067,LGBTQIA+ Policy,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,"It was cool to hear everyones perspective, especially since I was auto assigned a topic I got ot learn more about something I didnt know a lot about",I just learned a lot about the LGBTQ+ community,"Lobbying government officials,Petition,Organize a public demonstration",Social media for digital advocacy,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,not sure,because it was intersting
4/12/2023 0:06,4/12/2023 0:09,IP Address,132.241.216.13,100,132,TRUE,4/12/2023 0:09,R_12rqGik8NU0gqWk,,,,,34.123,-117.8988,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10969245,10969245,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,something to help my grade,the firearm policy is very complex,"Lobbying government officials,Elect supportive public officials,Organize a public demonstration",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,i dont even know
4/12/2023 1:47,4/12/2023 1:51,IP Address,132.241.174.24,100,237,TRUE,4/12/2023 1:51,R_cIN14t77tQNXrnb,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11702133,11702133,Housing and Homelessness Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Spreading awareness on my policy and conversing with others different solutions.,Being able to interact with others who feel the same way about my policy issue.,"Lobbying government officials,Write a letter to the editor,Social media for digital advocacy",A letter to a government official,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,I wasn't aware it was a Town Hall class. It just worked with my schedule. 
4/12/2023 10:42,4/12/2023 10:44,IP Address,132.241.174.43,100,121,TRUE,4/12/2023 10:44,R_29gnzMDEgigNRxc,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11642853,11642853,LGBTQIA+ Policy,Agree,Agree,Agree,Agree,Agree,Agree,A grade,We all agreed ,"Lobbying government officials,Petition,Elect supportive public officials",Organize a public demonstration,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,"I signed up
"
4/12/2023 11:44,4/12/2023 11:48,IP Address,132.241.174.67,100,237,TRUE,4/12/2023 11:48,R_3phfUd5zuRTE7ou,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11561057,11561057,"Food, Agriculture, and Animal Policy",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I thought the town hall meeting was super fun. At first I did not really want to go but I learned so much from opposing opinions.,I really enjoyed talking to the consultants that opposed my topic because I got to hear their side of the argument. It gave me new ideas for my next paper.,"Write a letter to the editor,Social media for digital advocacy,A letter to a government official",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I don’t think anything should change. I really enjoyed the event!,It is a GE requirement however I am very glad I did.
4/12/2023 13:07,4/12/2023 13:11,IP Address,132.241.174.90,100,227,TRUE,4/12/2023 13:11,R_3et2AyfpAwZFjQ9,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11408892,11408892,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Disagree,"Honestly, not much.",My biggest takeaway was that there is a lot of different problems I did not know about.,"Lobbying government officials,Social media for digital advocacy,Elect supportive public officials",Organize a public demonstration,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Not be as long.,"Because I had to.
"
4/12/2023 15:08,4/12/2023 15:19,IP Address,132.241.174.42,100,671,TRUE,4/12/2023 15:19,R_1EZs1ILXyWldqmd,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11596053,11596053,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,To me the town hall meeting created a space where the voices of our peers could be heard and reflected upon to form an accurate policy resolution based on all the negative realties that get in the way of what we previously thought. ,My biggest takeaway was that politics are a-lot more complicated then they seem. Alot more goes into making these decisions and u cant ever make everyone happy.  ,"Write a letter to the editor,Petition,A letter to a government official",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I don't believe anything could've improved the Town Hall Meeting.
","Random selection.
"
4/12/2023 17:58,4/12/2023 18:04,IP Address,132.241.174.14,100,354,TRUE,4/12/2023 18:04,R_3k02liDsEL86QX8,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11390484,11390484,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It meant a place for open discussion surrounding a topic very important in our media today. The debates and discussions helped open my eyes to different view points along with how this issue is to be resolved. ,The Breakout room discussion helped me not only share my view point but to hear others opinions on the matter than I may not have considered before hand. It gave me a new perspective and the only way to solve this issue is compromise.,"Social media for digital advocacy,Petition,Organize a public demonstration",Write a letter to the editor,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,n/a,I took the section to get hands-on experience with how to create change in our community. I wanted insight on how to navigate through our government about issues I am passionate about. 
4/12/2023 18:10,4/12/2023 18:16,IP Address,73.12.245.170,100,341,TRUE,4/12/2023 18:16,R_23WFhXEz7dYihJ3,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11668346,11668346,"Food, Agriculture, and Animal Policy",Agree,Strongly Agree,Agree,Agree,Agree,Agree,A discussion project,meet a lot of new friend,"Write a letter to the editor,Social media for digital advocacy,A letter to a government official","Petition,Elect supportive public officials",Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,"reduce time of discussion parts, don't need that much of time.",It's GE class that I'm missing.
4/12/2023 21:56,4/12/2023 22:01,IP Address,132.241.174.146,100,320,TRUE,4/12/2023 22:01,R_x636cw59mXxtbvb,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11436582,11436582,Immigration Policy,Agree,Agree,Agree,Agree,Agree,Disagree,"I only went for the credit, but over all it was alright.",I learned about how some of these policies have affected the lives of real people.,"Write a letter to the editor,Petition,Organize a public demonstration",Lobbying government officials,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,I think that the breakout room discussions could have been shorter.,I didnt realize that this section had town hall when I signed up.
4/12/2023 22:59,4/12/2023 23:05,IP Address,76.137.222.19,100,395,TRUE,4/12/2023 23:05,R_agvGmlwz1Yqdrj3,,,,,39.1252,-121.6589,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11332348,11332348,Firearm Policy,Agree,Agree,Agree,Agree,Agree,Disagree,Having a refreshingly civil and levelheaded discussion about a highly emotionally charged topic.,That I am not as alone in my views nor as resisted as I thought I was,"Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials",,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Water during discussion,There was an option not to?
4/12/2023 23:17,4/12/2023 23:22,IP Address,132.241.174.96,100,304,TRUE,4/12/2023 23:22,R_2UWblWu3Y8BnKwH,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11390809,11390809,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,It meant that I got to share my thoughts/ideas with my peers and hopefully we may come to an agreement to fix this issue. ,My biggest takeaway from the breakout room was all of the different solutions to the cost of living issue.,"Write a letter to the editor,Social media for digital advocacy,Organize a public demonstration",Lobbying government officials,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,The one thing that I might change is the time that the event was held. ,Required for degree
4/13/2023 0:39,4/13/2023 0:44,IP Address,73.220.198.173,100,325,TRUE,4/13/2023 0:44,R_2X1ouB2GovAhQ8I,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10936225,10936225,LGBTQIA+ Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It mean new experiences and learning teamwork skills. ,the biggest takeaway was how passionate everyone was about my topic. ,"Write a letter to the editor,Petition,Elect supportive public officials","Social media for digital advocacy,Organize a public demonstration,A letter to a government official",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,"Allow more topics, and a longer intro/speeches about the topics. ",I thought it was interesting and something new I could experiences. 
4/13/2023 10:55,4/13/2023 10:59,IP Address,132.241.174.130,100,238,TRUE,4/13/2023 10:59,R_3OoezZjJjXQSmmr,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11560732,11560732,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Seeing everyone thoughts.,That everyone had an open mind to it.,"Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials",,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,required
4/13/2023 11:18,4/13/2023 11:37,IP Address,174.236.225.120,100,1126,TRUE,4/13/2023 11:37,R_1GJG2CtPdN7D6Yi,,,,,38.581,-121.4939,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10366084,10366084,Housing and Homelessness Policy,Agree,Agree,Agree,Strongly Agree,Agree,Agree,The Town Hall Meeting opened my eyes to all the people in the community who are here to help for all sorts of topics. Seeing how an event like this could be put together and get the conversations going. ,My biggest takeaway from the Breakout room discussion was how homelessness could be viewed from many different points. There are individuals who view certain homeless people as more of a priority than other homeless.,"Lobbying government officials,Elect supportive public officials,Organize a public demonstration",Social media for digital advocacy,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,I believe the Town Hall Meeting accomplished what it was meant to do. It got people together and started conversations between the students of Chico State and the community members who are closely involved in the topics of discussion. A way to improve could be to show more people and their topics in the video shown. ,"I took a Town Hall Section of POLS 155 because it fits with my schedule. In the end, I am glad I did take it because I would not have known anything about what Town Hall is. It was a good experience."
4/13/2023 12:00,4/13/2023 12:07,IP Address,50.216.25.75,100,420,TRUE,4/13/2023 12:07,R_2R8JlZYGbDPMHyX,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11370906,11370906,Drug Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,The town hall meeting was a way for me to learn and become more well rounded on real world issues I was not extremely familiar with.,My biggest takeaway is that although I may have a perfect plan to implement a policy I still will most likely receive push back.,"Lobbying government officials,Petition,Organize a public demonstration",A letter to a government official,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,I think the breakout rooms could have been shortened slightly. The conversations were thoughtful however I think it was too much time to talk about a limited amount of information and such a specific policy area.,I took town hall section mainly because I was unaware what the class actually meant. I took it to fufu a requirement. However after doing town hall I feel that I have learned more on how to take action and make change in my community. 
4/13/2023 12:11,4/13/2023 12:17,IP Address,132.241.174.225,100,380,TRUE,4/13/2023 12:17,R_28BROKR5ZWBSqTI,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11583547,11583547,Drug Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,the town hall meeting meant learning more about our policy closer to the source and learning ways to do something about our policies ,that money is a huge barrier in doing something about your policy problem,"Write a letter to the editor,Petition,Organize a public demonstration",A letter to a government official,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,because it was the only one 
4/13/2023 12:25,4/13/2023 12:28,IP Address,132.241.174.120,100,194,TRUE,4/13/2023 12:28,R_295g3gVnAEJjrON,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11429497,11429497,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Agree,"It represented growth for me, and how i can really do anything I put my mind too.",That my policy topic was much more broad than what I originally thought,"Social media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Petition,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Better snacks,Because it was mandatory
4/13/2023 13:00,4/13/2023 13:21,IP Address,132.241.174.158,100,1223,TRUE,4/13/2023 13:21,R_2rU6g3oK6ppKRrf,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11657777,11657777,Housing and Homelessness Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,"The Town Hall Meeting allowed me to connect with the community and discuss important issues with other students. I also was able to learn more about how to take action to make political change, including protesting, lobbying, and helping to elect supportive public officials. ","The Breakout room discussion helped me to better understand the homelessness crisis and the factors that contribute to it. My peers brought up aspects of this issue that I hadn't researched about, like veterans in the homeless population and the rising number of students who are unhoused. They also proposed solutions that were new to me, like constructing tiny houses for the homeless, building respite centers, and changing zoning laws.","Lobbying government officials,Elect supportive public officials,Organize a public demonstration","Write a letter to the editor,Social media for digital advocacy,Petition",Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,"I think that having more time in the breakout rooms would be beneficial, especially to be able to ask the consultants more questions. ",I enjoy learning about political issues and wanted to research them more in depth and discuss them with my classmates. 
4/13/2023 16:05,4/13/2023 16:12,IP Address,132.241.131.135,100,438,TRUE,4/13/2023 16:12,R_6oki9rab587LN4d,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11783266,11783266,Criminal Justice Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"At first I didn't know what to expect, but after I realized that it helped me a lot. It means a lot considering we are trying to present our topics to the audience and learn as we go. ",I learned a lot and had great conversations about certain topics in the criminal justice world. ,"Lobbying government officials,Write a letter to the editor,Elect supportive public officials","Petition,Organize a public demonstration,A letter to a government official",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,"You guys could do breakout rooms first and then have us sit in the auditorium after. Overall, I liked it a lot though. ",Because I had to for my GE.
4/13/2023 16:26,4/13/2023 16:33,IP Address,73.90.75.18,100,376,TRUE,4/13/2023 16:33,R_2EBnPl1n5sbQrkv,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,8591688,8591688,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Nothing,Students did very well research ,"Social media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Lobbying government officials,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,,It was required and this class was only available time to fit my schedule 
4/13/2023 16:54,4/13/2023 16:58,IP Address,73.220.198.247,100,252,TRUE,4/13/2023 16:58,R_1LAL5Tn6BgfNQzR,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11238098,11238098,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"It was a great place to meet other people with similar viewpoints, but also for opposing ones that helped me understand my topic better.","It is powerful to have a group of people discuss important issues, despite the scope of the setting.","Social media for digital advocacy,Elect supportive public officials,Organize a public demonstration",A letter to a government official,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,
4/13/2023 17:02,4/13/2023 17:08,IP Address,73.12.245.168,100,342,TRUE,4/13/2023 17:08,R_3h3i03sJJXnCaVS,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10924382,10924382,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,A place to discuss our policy problems and bounce ideas off one another for actions to help our cause,"I think it wasn't as deep as it could have been, because most of us had similar issues which all had similar possible solutions. Aside from that, it was a good discussion. ","Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials",,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,"I wouldn't mind having multiple areas in a breakout room together. Learn about topics that were completely different from my own, to grow my knowledge base. Bounce different policy solutions off one another, and learn about other problems like gun rights, healthcare, lgbtq+ rights, etc. ","Well, it was one of my lower-division GE classes that I needed to take, and it fit my schedule. "
4/13/2023 17:35,4/13/2023 17:42,IP Address,132.241.174.92,100,408,TRUE,4/13/2023 17:42,R_3qrkoRDKNDtwaSu,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11444122,11444122,Drug Policy,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,A place where you can improve on your topic and learn about things that you didn't really researched about ,My biggest takeaway from the breakout room discussion was that I got more feed back on what I needed to improve on and that I should really look at the topic of mine in a different way. ,"Lobbying government officials,Elect supportive public officials,A letter to a government official",Petition,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Nothing it was good. There is nothing to improve on. ,It was required for the class in order to pass and I wanted feed back on my topic 
4/6/2023 22:26,4/6/2023 22:26,IP Address,73.220.192.119,4,5,FALSE,4/13/2023 22:26,R_2SCvdbKShh8p4o3,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2023 22:54,4/13/2023 23:02,IP Address,132.241.216.87,100,446,TRUE,4/13/2023 23:02,R_2t07NgmxJ1yUxCR,,,,,34.123,-117.8988,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11422529,11422529,Criminal Justice Policy,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Town Hall was an effective way for me to gain insight into issues of my own interest by consulting with professionals who are experts in those fields. It was a unique experience that connected me to professionals in my community. ,"Having the experts reteach my research topic to me, and explain it in a different way. ","Lobbying government officials,Social media for digital advocacy,Petition","Write a letter to the editor,Elect supportive public officials,Organize a public demonstration,A letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Maybe extend the break out sessions to allow time for individual students to consult with experts about questions they still have. It was entirely a group discussion, but I think some individual time would tailor the experience toward everyone's own exact topic.",My criminal Justice counselor advised that I take this class as a grad requirement.
4/13/2023 13:20,4/14/2023 0:28,IP Address,132.241.174.247,100,40024,TRUE,4/14/2023 0:28,R_7X3fIusl3pFKlEZ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11781680,11781680,Housing and Homelessness Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,What this Town Hall Meeting meant to me is that the gathering of many people who have a common goal can make great changes.,My biggest takeaway from the breakout room discussion was that most of our solutions require funding.,"Social media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Write a letter to the editor,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,I believe that talking to people who affected my current problems in the community could be effective.,I took the town hall section to gain more knowledge about the problems in our community.
4/14/2023 9:59,4/14/2023 10:24,IP Address,76.105.37.240,100,1508,TRUE,4/14/2023 10:24,R_2q290E0zDHxAoTF,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10832355,10832355,Reproductive Health Policy,Agree,Agree,Disagree,Disagree,Agree,Agree,A chance to discuss with experts outside of the school how to turn ideas into government action.,How intertwined reproductive health issues are with problems with the healthcare system in general.,"Lobbying government officials,Petition,A letter to a government official",,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,"The meeting took too long to start, and the speakers spent too much time talking in the beginning. If the meeting starts at 6, it should start at 6. I feel bad for the people who showed up early. The discussion groups had us check in with a QR code, so maybe that could be applied to the initial check in process. Much of what the speakers talked about was not targeted at the students attending, similar to the empty thank-you speeches given at commencements, and I could visibly see the students around me look completely uninterested the entire time while they looked a their phones. Most students don't want to be at the meeting from the outset, so dragging on the least interesting part in the beginning will make people disengage completely before the meeting starts. All the students in the audience are thinking ""Why are we even here?"" One speaker emphasized the utility gained from the meeting, and that was the most engaging speech, because it tried to answer that question.

Everyone in my discussion section had the same ideas, and it was a bit of an echo chamber. Discussion felt more like a show-and-tell rather than a discussion. It would've been nice to hear from other policy topic groups as well. I was interested in more than one policy topic, but had to choose only 1.

The end section where we went around to different tables felt like a waste of everyone's time. The system encouraged everyone to grab 3 stamps as quickly as possible in order to leave. The information offered by the experts was extremely bare-bones and not beyond what we already learned in class. I would've rather heard from other discussion groups who picked the same or different policy topic.",I'm pretty sure it's a graduation requirement.
4/7/2023 11:10,4/7/2023 11:11,IP Address,132.241.174.6,4,10,FALSE,4/14/2023 11:11,R_25sgOvjMTMougcX,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2023 11:35,4/7/2023 12:57,IP Address,132.241.174.110,4,4912,FALSE,4/14/2023 12:57,R_3Eh8OcVxg00Dt3c,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2023 13:21,4/7/2023 13:22,IP Address,132.241.174.128,4,21,FALSE,4/14/2023 13:22,R_3kHzY40kxXMCrJk,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2023 19:40,4/7/2023 19:46,IP Address,132.241.174.236,4,334,FALSE,4/14/2023 19:46,R_3LXwuLSutWtkM85,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2023 19:46,4/14/2023 20:10,IP Address,132.241.174.128,100,1405,TRUE,4/14/2023 20:10,R_2wo8RphyZluf8x1,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11399298,11399298,Cost of Living and Poverty Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The town hall meeting to me meant sharing the information I researched to come up with how to put my topic into action.,My biggest takeaway from the Breakout room discussion is learning what other people reseached and how they are going to take their policy solution into action,"Social media for digital advocacy,Elect supportive public officials,A letter to a government official",Petition,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Something that I believe should be improved is having more time and obtaining more information at the policy action tables.,I wouldn't to more educated about the different policies going on in the world and figuring out how to come up with a solution to fix them.
4/7/2023 20:09,4/7/2023 20:10,IP Address,76.20.93.41,40,59,FALSE,4/14/2023 20:10,R_3MsPqz4fX0bjdJg,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11138050,11138050,Housing and Homelessness Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,
4/14/2023 23:18,4/14/2023 23:28,IP Address,98.56.216.69,100,616,TRUE,4/14/2023 23:28,R_2ZIxRg2nvwhQivw,,,,,38.0004,-121.3105,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10609054,10609054,Cost of Living and Poverty Policy,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,"The Town Hall Meeting tied all of the various thoughts and ideas that I had in my head together, by emphasizing the reality of the policy issues that we covered.","My biggest takeaway from the breakout rooms was the atmosphere. For me, seeing my peers be so passionate and well-versed in their specific areas was inspiring.","Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials",Organize a public demonstration,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,I think that the town hall was great and flowed well.,"I honestly took it as a requirement, but I will say that it has taught me many valuable things that I wouldn't have learned elsewhere."
