Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.","The
Town Hall Meeting is useful for sharing student ideas and involving campus and
community members in a discussion of those ideas.","I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
11/4/2022 13:57,11/4/2022 13:59,IP Address,166.205.87.105,100,102,TRUE,11/4/2022 13:59,R_28zU0TmDIWNRtUR,,,,,37.6403,-122.0667,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11450739,11450739,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Disagree,,More efficient check in ,
11/4/2022 13:55,11/4/2022 14:00,IP Address,76.216.166.46,100,292,TRUE,11/4/2022 14:00,R_26eDLeKmGEIZNz0,,,,,39.1667,-121.5048,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11084204,11084204,Criminal Justice Policy,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,,It was an EOP requirement
11/4/2022 14:03,11/4/2022 14:06,IP Address,172.58.37.190,100,201,TRUE,11/4/2022 14:06,R_1hVUFdiye0DDnst,,,,,38.5824,-121.3736,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11241868,11241868,Cost of Living and Poverty Policy,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,It meant being able to share my ideas and get feedback on my policy solution from experts. ,"Check in took long and we started late, so mabey open doors earlier or rework the check in process. Other then that it was fun.   ",General Education requirement
11/4/2022 14:06,11/4/2022 14:09,IP Address,132.241.174.72,100,155,TRUE,11/4/2022 14:09,R_1mVHGsM8ZweWzcR,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11490896,11490896,Healthcare Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The town hall meeting was very effective and informed me very well on the issues that students want to make a change to.,I feel like everything was rushed and for all the hard work we did we weren't able to truly express how we feel about our policy due to time being limited.,I took it because it was a requirement 
11/4/2022 14:19,11/4/2022 14:37,IP Address,73.185.84.187,100,1066,TRUE,11/4/2022 14:37,R_2tr6B9gpYhhfDNI,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10968621,10968621,Cost of Living and Poverty Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Town Hall showed me the efforts people put into policies and what it meant to me was that there are people out there fighting for good changes.,Don't make it for three hours and on a Thursday night. Provide more food and drinks as there are some people who just got out of class and went to Town Hall right after and didn't have a chance to eat anything.,I did not know there was a Town Hall Section of POLS 155.
11/4/2022 14:34,11/4/2022 14:39,IP Address,73.41.211.168,100,290,TRUE,11/4/2022 14:39,R_Ad3dgvTpaddxPax,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10798880,10798880,Cost of Living and Poverty Policy,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,,The check in process was very unorganized. Next time add more tables to check in and set up large signs so students can see where they need to go. ,i had to
11/4/2022 14:46,11/4/2022 14:51,IP Address,50.216.25.74,100,313,TRUE,11/4/2022 14:51,R_1LUyHS1VzUUu0Ke,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11560927,11560927,Housing and Homelessness Policy,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,I was just excited to see other people who got the same idea as mine. ,"It great but the signing in part it take so long and outside was cold, so maybe making it fast it can help student’s experience ",Because I have the POLS 155 
11/4/2022 14:51,11/4/2022 14:52,IP Address,132.241.174.178,100,90,TRUE,11/4/2022 14:52,R_0eLBhlxBSXiua6l,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11517559,11517559,Drug Policy,Agree,Agree,Agree,Agree,Agree,Agree,,,
11/4/2022 15:00,11/4/2022 15:04,IP Address,97.84.119.33,100,230,TRUE,11/4/2022 15:04,R_3qfyc9sH3tTU140,,,,,35.4658,-120.6672,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10967958,10967958,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Town Hall was a great way to share your policy ideas and collaborate with others. ,"Nothing, it was fun.",It was required. 
11/4/2022 15:01,11/4/2022 15:06,IP Address,98.208.44.141,100,277,TRUE,11/4/2022 15:06,R_1diAjnhXLDaWpmq,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10594988,10594988,Firearm Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,It was an awesome opportunity to share and swap ideas and evidence for our proposed solutions to different real world problems. ,I didn't feel like I got anything out of the beginning introduction in the bmu. ,I didn't realize it was a Town Hall Section. 
11/4/2022 15:09,11/4/2022 15:11,IP Address,132.241.174.43,100,137,TRUE,11/4/2022 15:11,R_1QGBSKW4Bku99g9,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11333869,11333869,Climate Change and Environmental Policy,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Nothing,"Be better organized, skip over the breakout rooms and instead extend the part where you talk to organizers.",No other choice
11/4/2022 15:14,11/4/2022 15:18,IP Address,132.241.174.10,100,220,TRUE,11/4/2022 15:18,R_3GBP1BL4yP8hOPP,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11652967,11652967,Drug Policy,Agree,Agree,Agree,Agree,Agree,Agree,it made me more interested to see other people’s viewpoints in the matter which made me think twice on certain aspects ,more organized at the end when everyone was getting there stamps ,i took it to extend my knowledge of certain policy’s and how we can change the world with it
11/4/2022 15:24,11/4/2022 15:27,IP Address,73.116.75.232,100,214,TRUE,11/4/2022 15:27,R_3iEJy7Wtb13cLeH,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10986613,10986613,Housing and Homelessness Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"The town hall meeting brought new ideas and opportunities to myself and everyone involved in the conversation. I learned new ideas, problems, and solutions about homelessness. ","Having the check in lines more organized, and start check in earlier. ","It’s apart of my GE’s, and seemed like an interesting class."
11/4/2022 15:25,11/4/2022 15:28,IP Address,73.220.96.63,100,225,TRUE,11/4/2022 15:28,R_278nXu2ZeWChhc4,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10954230,10954230,Drug Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It meant getting together as a community and sharing our ideas on how to better the community.,"better organization, there was a lot of confusion going on",I needed it for GE
11/4/2022 15:24,11/4/2022 15:31,IP Address,98.208.20.167,100,436,TRUE,11/4/2022 15:31,R_3JL8FdIs3zyRU4N,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10770150,10770150,Immigration Policy,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"The Town Hall Meeting was a very unique experience in that I learned a ton from it. I'm glad I took part in this meeting, it thrilled me to see the community unite and discuss national issues, and solutions and take action. ",I believe it was orchestrated very well and the only thing I'd point out is the long line that caused us the time crunch in the activities.,I took this class because it was recommended to me and I was intrigued by the experience. I would like to thank everyone involved and everyone that made this possible.
11/4/2022 15:30,11/4/2022 15:33,IP Address,132.241.174.137,100,155,TRUE,11/4/2022 15:33,R_RfX2DMtF3oHdDup,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11563293,11563293,Housing and Homelessness Policy,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,,,
11/4/2022 15:29,11/4/2022 15:38,IP Address,71.195.183.142,100,546,TRUE,11/4/2022 15:38,R_2mENHm5oFRYV37H,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11693761,11693761,Criminal Justice Policy,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,It was able to get a better understanding of problems with the government and society.,"The only problem was that it took a long time for everyone to check in, so I think we should improve on how fast it takes to check in by either adding another 2 lines and more helpers to check people in.",To get a better understanding of the policies and how they work.
11/4/2022 15:37,11/4/2022 15:39,IP Address,98.255.116.133,100,116,TRUE,11/4/2022 15:39,R_2aIXuHJLZmPEJwW,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11157511,11157511,Drug Policy,Disagree,Agree,Agree,Agree,Agree,Agree,,More organization and more info to students ,I had to for my grad requirement 
11/4/2022 15:32,11/4/2022 15:46,IP Address,132.241.174.135,100,840,TRUE,11/4/2022 15:46,R_z6WyWV8t5BAzBYt,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11429367,11429367,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,the town hall meeting was very informative and interesting to hear other students' opinions on similar issues that I was talking about. ,"More structure in the waiting lines to get into the building in the beginning, and not having to walk back and forth to the different buildings throughout the event. ","Honestly, I did not know what I was signing up for, but I prefer a class that is as interactive as this one in comparison to one that is all just lectures and tests. "
11/4/2022 15:52,11/4/2022 15:54,IP Address,132.241.174.199,100,139,TRUE,11/4/2022 15:54,R_uxDS27uiCU8GKcN,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11534602,11534602,Firearm Policy,Agree,Agree,Agree,Agree,Agree,Agree,A fun way to discuss our policies,"Too long, seemed a bit unorganized ",Required
11/4/2022 15:55,11/4/2022 16:01,IP Address,132.241.174.9,100,363,TRUE,11/4/2022 16:01,R_8CjtzH2wgzlTC6Z,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11390211,11390211,Drug Policy,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Town Hall meant to me a gathering of students with similar interests and hobbies who want to see a positive change in their community and their world.,I think it could be improved if there were less people who attended the event. This made the check in process quite long and if it were shorter I think that would improve the Town Hall experience.,Not only because it was required to pass the class I also thought that it would be fun to interact with students who shared similar ideas and interests as me. Collaborating with others was a fun experience as I got to hear different point of views. 
11/4/2022 16:00,11/4/2022 16:04,IP Address,98.208.41.195,100,252,TRUE,11/4/2022 16:04,R_22YywStyCDABHmV,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11428119,11428119,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,"The Town Hall Meeting was very meaningful to me because I got to speak about real world issues within our society. In my case, it was climate change. I got to feel like I got a full understanding on how it affects our world.",I think the building was too crowded at the beginning and the line wasted a lot of time.,I took the Town Hall Section of POLS 155 because I wanted to get experience.
11/4/2022 16:14,11/4/2022 16:16,IP Address,174.208.98.242,100,143,TRUE,11/4/2022 16:16,R_W0bYEieNBy6wJc5,,,,,38.6157,-121.5053,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11169354,11169354,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,it was a good way to hear other’s opinions and voices on a topic that is very controversial. it unified us as a whole and it was very inspiring to see that,faster check in,i thought it would be a fun way to learn more about my community and chico as a whole
11/4/2022 15:43,11/4/2022 16:17,IP Address,166.205.87.106,100,2028,TRUE,11/4/2022 16:17,R_vdgssIXYuO4TVIJ,,,,,37.6403,-122.0667,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,8599774,8599774,Housing and Homelessness Policy,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,The town hall meeting was very meaningful to me because we as students came us with solutions that can help the homeless.,The town hall could’ve been better structured in setting up. ,I thought the town hall would be a great way to share my policy and the solutions I had.
11/4/2022 16:26,11/4/2022 16:29,IP Address,98.255.114.86,100,140,TRUE,11/4/2022 16:29,R_eWdqYC6FfRp8MMN,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11049312,11049312,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It showed that all of our research over the semester has come to a point. I felt confident In my research and proud of my progress so far this semester. ,unsure,"I heard good things about the structure of the class. I knew that it would be enjoyable and easy to stay on top of my work with the format of the lectures and discussions., 
"
11/4/2022 16:41,11/4/2022 16:44,IP Address,71.195.162.89,100,194,TRUE,11/4/2022 16:44,R_2scAQy6nw00pixc,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11142899,11142899,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,At first the town hall meeting was just a grade to me but after I felt like it meant so much more.,Faster check in process,"When signing up for POLS 155, I didn't even realize I signed up for the town hall section. "
11/4/2022 16:46,11/4/2022 16:47,IP Address,132.241.210.228,100,101,TRUE,11/4/2022 16:47,R_268CFkvDLYrq80F,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11464389,11464389,Firearm Policy,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,"It did not mean much, but I thought it was cool hearing what other people wrote about.",,
11/4/2022 16:55,11/4/2022 16:58,IP Address,132.241.174.63,100,209,TRUE,11/4/2022 16:58,R_z6FYS5bZTNjdSfv,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11530988,11530988,Immigration Policy,Agree,Agree,Agree,Agree,Agree,Agree,To me Town Hall was a way of listening to other people's concerns that they spent all summer focusing on and learning about. It was also another way to hear other perspectives about the topic and share ideas we all experienced. ,I would say just having it more organized and signing people in sooner. ,I took it because I am a Political Science major.
11/4/2022 17:14,11/4/2022 17:15,IP Address,98.255.114.80,100,101,TRUE,11/4/2022 17:15,R_2ZCXBbJmI9iFWyS,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11025002,11025002,Climate Change and Environmental Policy,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,It meant getting a good grade and passing this class,More organized,It was a mandatory class for lower division 
11/4/2022 17:38,11/4/2022 17:42,IP Address,132.241.174.139,100,204,TRUE,11/4/2022 17:42,R_1pu0opTxvI89Hbn,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11387689,11387689,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,It felt like just another midterm,Have more food available in the breakout groups,"I don't really understand the question
In person...I guess"
11/4/2022 15:42,11/4/2022 17:43,IP Address,104.28.123.166,100,7250,TRUE,11/4/2022 17:43,R_3r39iezAtRi4FFy,,,,,38.581,-121.4939,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10547473,10547473,Reproductive Health Policy,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,,The end section with the stamps wasn’t necessary ,Requirement 
11/4/2022 17:54,11/4/2022 17:57,IP Address,73.2.43.178,100,165,TRUE,11/4/2022 17:57,R_ZkIioMbMU3isUIp,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11038080,11038080,Healthcare Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,It meant an opportunity to share some of my ideas for aspects of society that I believe need improvements. ,The line outside to get checked in. Too long and slow. ,I honestly didn't realize till the class had started. 
11/4/2022 18:14,11/4/2022 18:27,IP Address,50.216.25.74,100,746,TRUE,11/4/2022 18:27,R_3dE4xhxzvlix1uP,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11220496,11220496,Firearm Policy,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,It was nice to be able to discuss ideas with other people and learn how to make my arguments more effective.,"I don’t have many suggestions to improve the event. Overall, I thought the event was well done.",I needed to take POLS 155 to satisfy the category for American government and Town Hall was a part of the course.
11/4/2022 18:22,11/4/2022 18:27,IP Address,76.114.56.248,100,323,TRUE,11/4/2022 18:27,R_3salQm2StI9iQIJ,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11061623,11061623,Immigration Policy,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,It was a great experience and I was super nervous at first but super glad it went well,Starting on time!,It is a ge course
11/4/2022 18:26,11/4/2022 18:30,IP Address,132.241.174.126,100,188,TRUE,11/4/2022 18:30,R_1LYYBYQYtXrJx5w,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11405031,11405031,Criminal Justice Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,the town hall meeting made me learn a lot about the policy i chose and what i can try to do to make a difference that i want to make. it made me more more aware of my policy by talking to others. ,i thought it was very well organized so i don’t think there’s anything to change. ,I thought that it would be a great learning experience espically since I am very passionate about the topic I chose. 
11/4/2022 18:40,11/4/2022 18:44,IP Address,76.105.37.29,100,245,TRUE,11/4/2022 18:44,R_2wTySzZddgloCHY,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11092888,11092888,Climate Change and Environmental Policy,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,I thought the Town Hall Meeting was a great way for students ideas and issues that they care about to be heard and find out what they can do to help those issues. ,The beginning of the Town Hall Meeting seemed a little confusing as well as the small group we were suppose to be in. There seem to be some mix up about the groups. ,I am interested in what is going on in the world and how the government works so I thought it would be interesting to take a course that included a Town Hall section.
11/4/2022 19:05,11/4/2022 19:08,IP Address,73.41.99.166,100,156,TRUE,11/4/2022 19:08,R_3mfs9rYts8nE7wr,,,,,39.1667,-121.5048,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10946066,10946066,Higher Education Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11/4/2022 20:06,11/4/2022 20:09,IP Address,132.241.174.244,100,222,TRUE,11/4/2022 20:09,R_3PnU48WPIbAD15j,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11392707,11392707,Immigration Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I chose immigration policy and hearing everyone else's perspectives was very interesting. It opened my mind up to new ideas about immigration. ,I would improve the overall check-in process.,"I had to for my GEs, however it ended being a fun class, "
11/4/2022 20:35,11/4/2022 20:42,IP Address,73.41.210.197,100,398,TRUE,11/4/2022 20:42,R_2uWpKZnp1Y1eN3f,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11044580,11044580,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,,
11/4/2022 20:58,11/4/2022 21:02,IP Address,50.216.25.75,100,226,TRUE,11/4/2022 21:02,R_2chX8bMxLPLM2rU,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11525450,11525450,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Disagree,It meant that I got to connect with other students about the same topics and learn from the.,Very crowded and not enough employees/staff,It is one of my prerequisites 
11/4/2022 21:02,11/4/2022 21:04,IP Address,98.208.119.103,100,131,TRUE,11/4/2022 21:04,R_20U4VJDokMhOZkp,,,,,39.1061,-121.6159,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11703043,11703043,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"It was a great opprotunity to meet other students and talk about important subjects. 
",Try to get it at a better time. Maybe a bit earlier. ,"Thought it sounded cool! 
"
11/4/2022 21:43,11/4/2022 21:49,IP Address,68.189.40.193,100,359,TRUE,11/4/2022 21:49,R_2e3W4yXCysAM12s,,,,,40.5585,-122.4139,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11344919,11344919,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It is a gathering for students who can share their experiences with other students of the same policy. The Town Hall Meeting will hopefully allow everyone to find ways to improve their own policy solution through outside perspectives. ,"There were too many students attending the event. Even though I know it would be challenging to have the event occur on multiple days, I think it would help make sure the event progresses on time and that there is room for everyone. Especially during the information tables at the end. ",I thought it would be an interesting experience and would help me better understand what POLS 155 is about. 
11/4/2022 21:58,11/4/2022 22:01,IP Address,132.241.174.30,100,203,TRUE,11/4/2022 22:01,R_1EhWYjk3uZhOoTt,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11375794,11375794,Criminal Justice Policy,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Town Hall Meeting meant passing this course and also seeing how other people view issues in criminal justice. ,make it shorter,"I didn’t know I did, but it helps create practice for  speaking and debate. "
11/4/2022 22:17,11/4/2022 22:19,IP Address,98.238.227.195,100,97,TRUE,11/4/2022 22:19,R_1MTePHIlPEsgfgA,,,,,39.1252,-121.6589,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10581975,10581975,Firearm Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,It taught me a lot more about my subject ,Maybe more moderators,Because it is required 
11/4/2022 22:14,11/4/2022 22:20,IP Address,98.255.114.32,100,370,TRUE,11/4/2022 22:20,R_3kNio85b1KaKhR2,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11106837,11106837,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"it was interesting seeing all the different ideas with the topic, i enjoyed being able to express my topic and seeing so many others agreeing with me and even giving more import on ways to help with my topic.","For me it just seemed long, and a little unorganized. I'm sure it is because we were the first group back doing this in the last two or three years. It just felt like my group was starting to repeat it everything we already said because of the aspect of stretching time.",It was a EG. Also my friends took this class with this teach and said they enjoyed it so i wanted to give it a chance.
11/4/2022 22:23,11/4/2022 22:26,IP Address,132.241.174.88,100,180,TRUE,11/4/2022 22:26,R_2QMwfecxFqfr8qv,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11368358,11368358,Immigration Policy,Agree,Agree,Agree,Agree,Agree,Agree,It was a time for me to be able to share my thoughts that I had been working on all semester ,The check in line at the beginning instead of waiting an hour to get in maybe work on that situation ,So that I was able to experience it for myself
11/4/2022 22:40,11/4/2022 22:42,IP Address,73.220.199.237,100,146,TRUE,11/4/2022 22:42,R_Zso59LbsfyDgzHr,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11115963,11115963,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Disagree,being able to listen to our peers talking about pressing issues which is good and productive ,make it optional ,
11/4/2022 23:37,11/4/2022 23:42,IP Address,132.241.216.249,100,288,TRUE,11/4/2022 23:42,R_3qE9Gv4ShBm0A3P,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11357854,11357854,Climate Change and Environmental Policy,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,It was a great way for me to learn more about a political policy I was interested in,"While I think that the Town Hall meeting is a great way for students to better understand government, it is difficult with all 400+ students taking the course. Maybe having multiple town hall days and separating based on people's individual gov class. ",
11/5/2022 0:08,11/5/2022 0:11,IP Address,132.241.174.74,100,150,TRUE,11/5/2022 0:11,R_Y5NhPcCUNbn88X7,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11563631,11563631,Drug Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,,
11/5/2022 0:42,11/5/2022 0:45,IP Address,132.241.174.87,100,199,TRUE,11/5/2022 0:45,R_CelLjGO79Wvt2kp,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11610392,11610392,Climate Change and Environmental Policy,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,It meant introducing new problems in my policy that I never heard of (opening new doors).,Maybe make it more organized when it comes to giving out ID tags ,To see what government can do with environmental threats
11/5/2022 1:07,11/5/2022 1:10,IP Address,69.42.3.16,100,151,TRUE,11/5/2022 1:10,R_tKEDgPzcjbUCtXj,,,,,37.9545,-121.9759,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10768720,10768720,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,a way of spreading awareness about issues and what to do about them and who to contact,Making people contact officials,It was a required GE
11/5/2022 6:13,11/5/2022 6:19,IP Address,50.216.25.74,100,328,TRUE,11/5/2022 6:19,R_prVfg4w0qxTuE49,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11687469,11687469,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,"The Action Symposium could've been a bit more organized, going from the Break out sessions to wherever we had to go a lot of the people there had no idea what we had to do and some of the people who were giving advice and tips didn't have a stamp and had to go looking for one.",It's part of the Upper-Level GE making it a requirement
11/5/2022 11:06,11/5/2022 11:31,IP Address,132.241.209.197,100,1443,TRUE,11/5/2022 11:31,R_3Rwl3ziy4WkD0Gu,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11116275,11116275,Drug Policy,Agree,Agree,Agree,Agree,Agree,Agree,Town Hall was a chance for me to give my opinion and views of my drug policy which was the legalization of psychedelics at a federal level. It also gave me the oprtunity ton hear other people policy of the matter of drugs.,"Town hall should conducted in separate days, for the reason there were so many people waiting in line. each policy should have a day of the week assigned to go to their meeting.","i saw other peoples perspective on psychedelics, mariajuana and other drugs , I wish i got the chance to hear other peoples policy and what they had to offer but overall it was a good experiencce to have. Also I took away how to make my policy be known at a federal level in THM which was great as well."
